company-phone-number,created-date,violation_date,consumer-city,consumer-state,consumer-area-code,subject,recorded-message-or-robocall,violation-date
4244610942,22/9/2023 06:43,21/9/2023 09:53,,California,562.0,No Subject Provided,N,
6027313249,22/9/2023 06:45,21/9/2023 08:09,,California,562.0,No Subject Provided,N,
4127691133,22/9/2023 06:48,21/9/2023 19:30,Center Moriches,New York,631.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
6059247004,22/9/2023 06:49,21/9/2023 12:36,,South Dakota,605.0,Dropped call or no message,Y,
6055991245,22/9/2023 06:49,20/9/2023 16:10,,South Dakota,605.0,Dropped call or no message,Y,
6059613001,22/9/2023 06:51,19/9/2023 13:41,,South Dakota,605.0,Dropped call or no message,Y,
6052710723,22/9/2023 06:53,19/9/2023 13:42,,South Dakota,605.0,Dropped call or no message,Y,
4697515103,22/9/2023 06:54,6/9/2023 12:07,,South Dakota,605.0,Dropped call or no message,Y,
6055991245,22/9/2023 06:55,9/9/2023 16:05,,South Dakota,605.0,Dropped call or no message,Y,
6059247004,22/9/2023 06:56,14/9/2023 11:47,,South Dakota,605.0,Dropped call or no message,Y,
9726166511,22/9/2023 06:57,21/9/2023 15:47,Pembroke Pines,Florida,972.0,Dropped call or no message,Y,
6052717385,22/9/2023 06:58,15/9/2023 14:47,,South Dakota,605.0,Dropped call or no message,Y,
8322519196,22/9/2023 06:59,21/9/2023 16:23,Pembroke Pines,Florida,972.0,Dropped call or no message,Y,
4697515103,22/9/2023 07:00,28/8/2023 12:55,,South Dakota,605.0,Other,Y,
4697515103,22/9/2023 07:01,28/8/2023 10:31,,South Dakota,605.0,Other,Y,
9726166511,22/9/2023 07:02,21/9/2023 15:47,Pembroke Pines,Florida,972.0,Dropped call or no message,Y,
4697515103,22/9/2023 07:02,31/8/2023 16:53,,South Dakota,605.0,Other,Y,
6056270536,22/9/2023 07:04,31/8/2023 20:08,,South Dakota,605.0,Dropped call or no message,Y,
4697515103,22/9/2023 07:11,24/8/2023 12:07,,South Dakota,605.0,Dropped call or no message,Y,
4697515103,22/9/2023 07:13,25/8/2023 10:24,,South Dakota,605.0,Dropped call or no message,Y,
6467604385,22/9/2023 07:14,16/9/2023 11:04,CINCINNATI,Ohio,513.0,No Subject Provided,Y,
4697515103,22/9/2023 07:14,25/8/2023 16:51,,South Dakota,605.0,Dropped call or no message,Y,
3305830410,22/9/2023 07:15,21/9/2023 15:04,CINCINNATI,Ohio,513.0,Other,Y,
6059613001,22/9/2023 07:16,26/8/2023 14:16,,South Dakota,605.0,Dropped call or no message,Y,
9803542404,22/9/2023 07:16,21/9/2023 09:50,CINCINNATI,Ohio,513.0,Other,Y,
8083808960,22/9/2023 07:16,22/9/2023 02:07,Hinckley,Colorado,303.0,Other,N,
7632658163,22/9/2023 07:17,29/7/2023 09:54,,South Dakota,605.0,Dropped call or no message,Y,
2165167153,22/9/2023 07:17,20/9/2023 08:36,CINCINNATI,Ohio,513.0,Other,Y,
5626664731,22/9/2023 07:18,21/9/2023 12:03,,Ohio,614.0,No Subject Provided,Y,
4697515103,22/9/2023 07:18,21/8/2023 17:48,,South Dakota,605.0,Dropped call or no message,Y,
4697515103,22/9/2023 07:19,23/8/2023 12:39,,South Dakota,605.0,Dropped call or no message,Y,
5186501505,22/9/2023 07:19,21/9/2023 15:34,,Ohio,614.0,No Subject Provided,Y,
6055287878,22/9/2023 07:21,9/8/2023 11:12,,South Dakota,605.0,Dropped call or no message,Y,
6268003146,22/9/2023 07:21,21/9/2023 17:27,,Ohio,614.0,No Subject Provided,Y,
6058887196,22/9/2023 07:22,11/8/2023 09:36,,South Dakota,605.0,Dropped call or no message,Y,
6059247004,22/9/2023 07:23,16/8/2023 17:39,,South Dakota,605.0,Other,Y,
9784336134,22/9/2023 07:26,19/9/2023 12:53,Pepperell,Massachusetts,978.0,Other,Y,
8083205600,22/9/2023 07:26,21/9/2023 12:09,CYPRESS,Texas,281.0,Dropped call or no message,Y,
8009336262,22/9/2023 07:26,20/9/2023 08:31,CYPRESS,Texas,281.0,Dropped call or no message,Y,
9784342000,22/9/2023 07:26,19/9/2023 11:27,Pepperell,Massachusetts,978.0,Other,Y,
9784333782,22/9/2023 07:28,19/9/2023 16:39,Pepperell,Massachusetts,978.0,Other,Y,
9784332589,22/9/2023 07:29,19/9/2023 14:08,Pepperell,Massachusetts,978.0,Other,Y,
5858317657,22/9/2023 07:29,21/9/2023 18:06,"TUPPER LAKE, NY",New York,585.0,Other,Y,
7132920858,22/9/2023 07:29,21/9/2023 15:10,CYPRESS,Texas,713.0,Dropped call or no message,Y,
9784335091,22/9/2023 07:30,19/9/2023 10:04,Pepperell,Massachusetts,978.0,Other,Y,
7132920858,22/9/2023 07:30,21/9/2023 15:15,CYPRESS,Texas,713.0,Dropped call or no message,Y,
9035901370,22/9/2023 07:30,14/9/2023 15:20,Waldorf,Maryland,903.0,"Calls pretending to be government, businesses, or family and friends",Y,
5174402159,22/9/2023 07:32,19/9/2023 10:00,,Michigan,517.0,No Subject Provided,N,
3126678833,22/9/2023 07:31,21/9/2023 16:37,CHICAGO,Illinois,312.0,Dropped call or no message,N,
7132920858,22/9/2023 07:31,21/9/2023 16:47,CYPRESS,Texas,713.0,Dropped call or no message,Y,
8664602471,22/9/2023 07:31,21/9/2023 17:51,,Massachusetts,978.0,No Subject Provided,Y,
3512199837,22/9/2023 07:32,19/9/2023 15:08,Pepperell,Massachusetts,978.0,Other,Y,
7787712032,22/9/2023 07:33,21/9/2023 15:36,,Massachusetts,978.0,No Subject Provided,Y,
9783746902,22/9/2023 07:33,20/9/2023 16:14,Pepperell,Massachusetts,978.0,Other,Y,
3853794968,22/9/2023 07:33,21/9/2023 00:00,Angleton,Texas,801.0,Medical  & prescriptions,N,
9786674566,22/9/2023 07:34,20/9/2023 10:35,Pepperell,Massachusetts,978.0,Other,Y,
9048392298,22/9/2023 07:34,20/9/2023 14:34,,Massachusetts,978.0,No Subject Provided,Y,
3127485055,22/9/2023 07:34,21/9/2023 14:11,CHICAGO,Illinois,312.0,Dropped call or no message,N,
9787683963,22/9/2023 07:35,20/9/2023 15:56,Pepperell,Massachusetts,978.0,Other,Y,
3213644565,22/9/2023 07:36,21/9/2023 13:20,CHICAGO,Illinois,312.0,Dropped call or no message,N,
9784334299,22/9/2023 07:36,21/9/2023 14:43,Pepperell,Massachusetts,978.0,Other,Y,
6174689585,22/9/2023 07:38,21/9/2023 14:35,Pepperell,Massachusetts,978.0,Other,Y,
74996482117,22/9/2023 07:39,22/9/2023 06:51,Woodstock,Georgia,404.0,Dropped call or no message,Y,
9784338173,22/9/2023 07:39,21/9/2023 12:46,Pepperell,Massachusetts,978.0,Other,Y,
9782934828,22/9/2023 07:40,21/9/2023 11:28,Pepperell,Massachusetts,978.0,Other,Y,
74996488995,22/9/2023 07:40,22/9/2023 06:52,Woodstock,Georgia,404.0,Dropped call or no message,Y,
6312108906,22/9/2023 07:41,21/9/2023 12:00,,Arizona,623.0,"Calls pretending to be government, businesses, or family and friends",N,
7083355309,22/9/2023 07:45,21/9/2023 18:02,CHICAGO,Illinois,312.0,Dropped call or no message,N,
5318006209,22/9/2023 07:47,21/9/2023 13:00,Ponca,Nebraska,712.0,"Reducing your debt (credit cards, mortgage, student loans)",N,
7176854836,22/9/2023 07:56,16/9/2023 13:52,,Pennsylvania,724.0,Dropped call or no message,Y,
4102807017,22/9/2023 07:56,9/9/2023 11:24,Taneytown,Maryland,410.0,Other,Y,
7179773358,22/9/2023 07:56,8/9/2023 16:24,,Pennsylvania,724.0,No Subject Provided,Y,
7174845333,22/9/2023 07:57,31/8/2023 18:15,,Pennsylvania,724.0,No Subject Provided,Y,
4857665239,22/9/2023 07:58,21/9/2023 11:45,Jermyn,Pennsylvania,570.0,Dropped call or no message,Y,
7174845379,22/9/2023 07:58,31/8/2023 08:59,,Pennsylvania,724.0,No Subject Provided,Y,
2313004431,22/9/2023 07:58,20/9/2023 04:56,Taneytown,Maryland,410.0,Other,Y,
7179773264,22/9/2023 07:59,29/8/2023 10:03,,Pennsylvania,724.0,No Subject Provided,Y,
9145398495,22/9/2023 07:59,21/9/2023 20:39,,California,510.0,Other,Y,
4847274010,22/9/2023 08:00,28/8/2023 18:33,,Pennsylvania,724.0,No Subject Provided,Y,
8009229999,22/9/2023 08:01,21/9/2023 12:00,Brighton,Massachusetts,857.0,"Calls pretending to be government, businesses, or family and friends",N,
8557330376,22/9/2023 08:07,21/9/2023 09:51,,New York,347.0,"Calls pretending to be government, businesses, or family and friends",N,
5405629848,22/9/2023 08:07,18/9/2023 09:22,ROANOKE,Virginia,540.0,Other,N,
8557330376,22/9/2023 08:08,21/9/2023 09:51,,New York,347.0,"Calls pretending to be government, businesses, or family and friends",N,
5405305037,22/9/2023 08:08,18/9/2023 10:19,ROANOKE,Virginia,540.0,Other,N,
5405626465,22/9/2023 08:09,18/9/2023 11:19,ROANOKE,Virginia,540.0,Other,N,
5058959315,22/9/2023 08:10,18/9/2023 11:20,ROANOKE,Virginia,540.0,Other,N,
3147947956,22/9/2023 08:10,18/9/2023 11:44,ROANOKE,Virginia,540.0,Other,N,
8557330376,22/9/2023 08:10,21/9/2023 17:00,,Florida,813.0,"Calls pretending to be government, businesses, or family and friends",N,
6072586730,22/9/2023 08:11,22/9/2023 08:06,Rome,New York,315.0,Dropped call or no message,Y,
6202366169,22/9/2023 08:11,18/9/2023 11:52,ROANOKE,Virginia,540.0,Other,N,
3147947956,22/9/2023 08:12,18/9/2023 11:44,ROANOKE,Virginia,540.0,Other,N,
5405821171,22/9/2023 08:13,18/9/2023 13:46,ROANOKE,Virginia,540.0,Other,N,
2404623398,22/9/2023 08:13,22/9/2023 08:02,,Maryland,240.0,Other,N,
3138161229,22/9/2023 08:13,18/9/2023 14:09,ROANOKE,Virginia,540.0,Other,N,
2244171653,22/9/2023 08:14,21/9/2023 14:15,Wood Dale,Illinois,630.0,Dropped call or no message,N,
9362513419,22/9/2023 08:14,18/9/2023 14:13,ROANOKE,Virginia,540.0,Other,N,
7432515322,22/9/2023 08:15,18/9/2023 15:01,ROANOKE,Virginia,540.0,Other,N,
9362418842,22/9/2023 08:16,18/9/2023 15:21,ROANOKE,Virginia,540.0,Other,N,
5174460403,22/9/2023 08:16,22/9/2023 07:58,,Georgia,770.0,Other,N,
5405305037,22/9/2023 08:16,18/9/2023 15:42,ROANOKE,Virginia,540.0,Other,N,
6812261087,22/9/2023 08:17,18/9/2023 15:46,ROANOKE,Virginia,540.0,Other,N,
6093587810,22/9/2023 08:18,18/9/2023 15:59,ROANOKE,Virginia,540.0,Other,N,
5403247527,22/9/2023 08:18,18/9/2023 16:02,ROANOKE,Virginia,540.0,Other,N,
3075001987,22/9/2023 08:19,18/9/2023 19:31,ROANOKE,Virginia,540.0,Other,N,
5405686211,22/9/2023 08:20,19/9/2023 08:20,ROANOKE,Virginia,540.0,Other,N,
5405622033,22/9/2023 08:20,19/9/2023 08:45,ROANOKE,Virginia,540.0,Other,N,
9083506288,22/9/2023 08:21,19/9/2023 09:47,ROANOKE,Virginia,540.0,Other,N,
8456979170,22/9/2023 08:22,19/9/2023 10:57,ROANOKE,Virginia,540.0,Other,N,
3523104559,22/9/2023 08:23,19/9/2023 11:32,ROANOKE,Virginia,540.0,Other,N,
6313500753,22/9/2023 08:23,19/9/2023 11:57,ROANOKE,Virginia,540.0,Other,N,
4783791383,22/9/2023 08:24,19/9/2023 12:39,ROANOKE,Virginia,540.0,Other,N,
4696548245,22/9/2023 08:24,21/9/2023 13:42,,West Virginia,304.0,Other,Y,
9802733658,22/9/2023 08:25,22/9/2023 08:23,Holly Hill,Florida,386.0,Other,Y,
5405686211,22/9/2023 08:25,19/9/2023 13:13,ROANOKE,Virginia,540.0,Other,N,
2407466334,22/9/2023 08:25,21/9/2023 17:44,,West Virginia,304.0,Other,Y,
5402214366,22/9/2023 08:26,19/9/2023 13:15,ROANOKE,Virginia,540.0,Other,N,
3019000838,22/9/2023 08:26,21/9/2023 13:50,,Virginia,703.0,"Calls pretending to be government, businesses, or family and friends",Y,
9809851102,22/9/2023 08:26,19/9/2023 14:12,ROANOKE,Virginia,540.0,Other,N,
4696548379,22/9/2023 08:26,21/9/2023 17:49,,West Virginia,304.0,Other,Y,
8283487675,22/9/2023 08:27,21/9/2023 16:01,THOMASVILLE,North Carolina,980.0,"Reducing your debt (credit cards, mortgage, student loans)",Y,
